event_id,weapon_type_id,weapon_subtype_id
202002040023,5,5
202002040024,5,4
202002040027,8,19
202002040028,5,5
202002040033,6,17
202002050001,5,3
202002050003,6,16
202002050005,5,5
202002050006,6,11
202002050018,9,23
202002050020,5,5
202002050021,5,5
202002050022,5,5
202002050022,8,18
202002050022,9,23
202002050023,8,19
202002050025,8,18
202002050026,5,2
202002050026,8,18
202002050027,8,19
202002050028,6,8
202002050029,5,5
202002050030,8,18
202002050031,5,5
202002050032,5,5
202002060005,9,22
202002060008,6,8
202002060010,5,5
202002060012,6,7
202002060013,5,2
202002060013,5,3
202002060014,5,3
202002060020,5,5
202002060021,5,5
202002060021,8,18
202002060022,6,11
202002060023,5,5
202002060024,8,19
202002060027,6,11
202002060027,5,5
202002060028,6,8
202002060029,5,5
202002060030,6,16
202002070001,5,5
202002070002,5,5
202002070002,8,18
202002070005,6,29
202002070006,6,16
202002070008,8,18
202002070008,9,23
202002070009,5,5
202002070010,5,5
202002070014,6,16
202002070016,5,5
202002070020,5,5
202002070020,9,23
202002070022,6,10
202002070023,6,16
202002070024,6,16
202002080002,5,2
202002080003,5,5
202002080004,6,16
202002080005,6,16
202002080008,6,16
202002080009,5,3
202002080010,6,16
202002080012,8,18
202002080013,5,5
202002080014,5,5
202002080015,5,5
202002080016,6,17
202002080021,6,8
202002080022,5,2
202002080023,5,5
202002080023,9,27
202002090001,6,13
202002090001,6,11
202002090001,5,4
202002090002,6,15
202002090003,5,5
202002090003,8,18
202002090004,5,2
202002090004,5,4
202002090004,8,18
202002090005,5,5
202002090005,8,18
202002090006,6,8
202002090007,9,23
202002090008,5,5
202002090009,6,11
202002090013,6,16
202002090014,5,3
202002090015,5,3
202002090016,6,11
202002090016,5,5
202002090018,8,19
202002090019,6,8
202002090022,8,18
202002090023,6,15
202002090024,6,11
202002090025,6,11
202002090028,5,5
202002090029,5,5
202002090030,5,5
202002090034,5,5
202002090035,5,5
202002090036,5,5
202002100001,5,5
202002100002,6,8
202002100005,5,5
202002100006,6,16
202002100007,5,5
202002100008,5,2
202002100010,8,19
202002100011,6,17
202002100014,6,16
202002100016,6,15
202002100017,5,5
202002100018,5,5
202002100019,6,11
202002100021,5,5
202002100022,5,5
202002100028,6,16
202002100030,5,5
202002100031,6,16
202002100033,5,5
202002110001,6,15
202002110001,6,13
202002110002,6,29
202002110003,6,16
202002110004,5,5
202002110005,5,2
202002110005,5,5
202002110006,5,5
202002110006,8,18
202002110007,5,5
202002110008,5,5
202002110009,5,5
202002110010,5,5
202002110011,5,5
202002110013,6,11
202002110014,6,11
202002110016,6,8
202002110018,6,16
202002110019,6,16
202002110021,6,16
202002110022,5,5
202002110025,6,16
202002120002,5,4
202002120002,5,5
202002120003,6,16
202002120004,5,5
202002120005,6,16
202002120007,5,5
202002120009,5,5
202002120009,8,18
202002120010,6,11
202002120025,5,3
202002120026,5,5
202002120026,8,18
202002120026,9,27
202002120027,8,19
202002130001,6,8
202002130002,6,28
202002130003,6,15
202002130004,6,13
202002130004,6,11
202002130004,5,5
202002130005,9,23
202002130006,6,11
202002130007,6,11
202002130007,5,5
202002130008,6,16
202002130009,8,18
202002130011,5,5
202002130011,8,18
202002130014,5,2
202002130015,5,5
202002130016,8,18
202002130017,6,7
202002130018,8,19
202002140002,6,16
202002140003,6,16
202002140004,5,5
202002140004,8,18
202002140009,6,7
202002140010,5,5
202002140011,5,5
202002140013,8,18
202002140014,8,18
202002140015,8,18
202002140016,5,5
202002140016,8,18
202002140017,5,5
202002140017,8,18
202002140020,5,5
202002140021,5,5
202002140024,5,5
202002140025,6,15
202002140026,5,5
202002140028,6,16
202002140029,6,16
202002140030,6,16
202002140032,5,5
202002150002,6,7
202002150004,5,5
202002150005,8,18
202002150005,9,23
202002150008,6,7
202002150009,5,5
202002150010,5,5
202002150010,8,18
202002150011,6,16
202002150012,5,5
202002150014,5,5
202002160001,6,11
202002160001,5,5
202002160001,8,18
202002160002,6,11
202002160002,5,5
202002160003,6,16
202002160005,6,11
202002160006,6,11
202002160007,5,5
202002160008,5,5
202002160009,6,16
202002160010,6,16
202002160011,5,5
202002160012,6,7
202002160013,5,5
202002160014,6,15
202002160015,6,16
202002160016,5,5
202002160016,8,18
202002160018,6,7
202002160020,5,5
202002160021,5,5
202002160021,8,18
202002160022,5,5
202002160023,5,5
202002160024,5,5
202002160025,5,5
202002160026,5,5
202002160027,5,5
202002170001,6,13
202002170002,5,5
202002170004,6,16
202002170006,9,23
202002170007,6,16
202002170008,5,5
202002170009,6,16
202002170010,5,5
202002170011,5,3
202002170012,5,5
202002170013,6,11
202002170014,5,5
202002170015,5,5
202002170017,5,5
202002170020,6,16
202002170025,6,16
202002170026,8,18
202002170027,6,17
202002180002,5,5
202002180002,8,18
202002180003,5,5
202002180004,5,5
202002180004,8,18
202002180005,8,18
202002180007,6,11
202002180007,5,5
202002180008,5,5
202002180008,9,27
202002180009,6,29
202002180010,5,2
202002180011,5,5
202002180013,5,5
202002180013,8,18
202002180014,5,5
202002180014,8,18
202002180015,6,11
202002180018,6,12
202002180019,6,16
202002180021,5,5
202002180022,6,8
202002180022,5,5
202002180023,5,5
202002180024,6,28
202002180025,6,16
202002180026,5,5
202002180026,8,18
202002180027,6,11
202002180030,5,5
202002180031,6,11
202002180031,5,5
202002180032,6,11
202002180032,5,5
202002180033,6,11
202002180033,5,5
202002180034,6,28
202002180035,5,5
202002180036,8,18
202002190001,5,2
202002190002,5,3
202002190003,5,3
202002190004,5,3
202002190005,6,15
202002190005,5,5
202002190006,5,5
202002190008,6,15
202002190008,5,5
202002190009,6,8
202002190015,5,5
202002190016,5,5
202002190016,8,18
202002190016,9,23
202002190017,5,5
202002190018,6,16
202002190021,5,5
202002190022,6,16
202002190023,6,16
202002190024,6,16
202002190025,5,5
202002190026,5,5
202002190026,8,20
202002190028,5,5
202002190029,5,5
202002190030,5,5
202002190031,8,18
202002200002,8,18
202002200005,6,11
202002200006,6,15
202002200010,6,12
202002200013,5,5
202002200016,5,5
202002200017,8,18
202002200018,8,18
202002200020,6,16
202002200021,6,16
202002200022,6,16
202002200023,6,16
202002200024,6,16
202002200025,5,5
202002200026,6,31
202002200028,8,20
202002200029,5,5
202002210001,5,5
202002210002,8,18
202002210002,9,23
202002210005,6,11
202002210007,6,11
202002210009,5,5
202002210010,8,18
202002210013,5,5
202002210017,9,23
202002210019,9,21
202002220002,6,16
202002220009,9,23
202002220010,5,5
202002220011,5,5
202002220015,6,17
202002220019,6,8
202002220020,5,5
202002220021,5,5
202002230001,5,5
202002230001,9,23
202002230004,6,16
202002230005,5,5
202002230006,5,5
202002230007,5,5
202002230008,6,7
202002230010,5,5
202002230014,6,16
202002230015,6,16
202002230015,5,5
202002230017,5,5
202002230018,5,5
202002230019,5,5
202002230019,8,18
202002230020,5,2
202002230020,5,3
202002230020,8,19
202002230023,6,7
202002230024,5,5
202002230025,5,3
202002230025,5,4
202002240001,5,5
202002240003,6,29
202002240006,5,5
202002240007,6,7
202002240008,6,11
202002240009,6,11
202002240010,6,11
202002240012,6,29
202002240015,8,18
202002240017,5,5
202002240018,6,11
202002240020,9,23
202002250001,6,16
202002250002,6,8
202002250003,6,16
202002250004,6,16
202002250006,6,15
202002250008,5,5
202002250009,6,16
202002250010,6,10
202002250014,8,18
202002250015,5,3
202002250016,5,5
202002250017,5,5
202002260001,6,15
202002260006,6,16
202002260008,9,21
202002260011,5,2
202002260015,5,5
202002260018,5,5
202002270002,6,16
202002270003,5,5
202002270004,6,8
202002270005,6,8
202002270007,6,29
202002270008,5,5
202002270009,5,5
202002270011,6,17
202002270012,6,17
202002270016,8,19
202002270018,6,8
202002280005,5,5
202002280005,9,23
202002280006,6,17
202002280007,6,12
202002280008,8,19
202002280009,6,8
202002280010,6,16
202002280015,6,16
202002280016,9,23
202002280024,6,16
202002290002,5,5
202002290003,5,5
202002290004,5,5
202002290005,5,5
202002290006,5,2
202002290006,8,18
202002290007,6,8
202002290008,5,5
202002290009,5,5
202002290011,6,8
202002290011,5,5
202002290012,5,5
202002290012,8,18
202002290013,5,5
202002290013,8,18
202002290015,5,5
202002290017,5,5
202002290018,5,5
202002290018,9,23
202002290020,8,18
202002290021,5,5
202002290021,9,21
202003010002,6,11
202003010003,6,16
202003010005,5,5
202003010005,8,18
202003010006,5,5
202003010006,8,18
202003010007,5,5
202003010007,8,18
202003010008,8,20
202003010009,5,5
202003010009,8,18
202003010010,5,5
202003010010,8,18
202003010011,5,5
202003010011,8,18
202003010012,5,5
202003010012,8,18
202003010013,6,11
202003010014,5,5
202003010018,5,5
202003010018,8,18
202003010020,6,16
202003010022,6,9
202003010030,8,18
202003020001,5,4
202003020003,5,5
202003020005,5,5
202003020006,5,5
202003020007,5,5
202003020009,5,5
202003020010,5,5
202003020012,6,15
202003020013,5,4
202003020014,5,5
202003020015,8,18
202003020018,6,11
202003020019,5,2
202003020020,5,5
202003020022,5,5
202003020023,5,5
202003020024,5,5
202003020025,5,5
202003020029,6,29
202003020030,6,31
202003020031,5,3
202003020032,6,9
202003020033,6,9
202003020037,5,4
202003020041,5,5
202003020042,5,5
202003020049,5,5
202003020050,5,5
202003020051,5,5
202003020052,5,5
202003020052,8,18
202003020052,9,27
202003030003,5,4
202003030006,5,5
202003030007,5,5
202003030008,5,5
202003030013,9,23
202003030017,5,5
202003030017,9,23
202003030021,5,5
202003030022,6,16
202003030023,6,16
202003030025,6,16
202003030025,5,2
202003030026,5,5
202003030027,5,5
202003030033,5,5
202003030033,9,23
202003030034,9,23
202003040002,6,16
202003040003,5,5
202003040004,9,23
202003040009,5,5
202003040015,6,11
202003040015,5,2
202003040015,5,5
202003040016,5,5
202003040018,5,5
202003040020,5,2
202003040020,8,18
202003040021,5,5
202003040022,9,23
202003040023,9,21
202003040024,6,16
202003040028,5,5
202003040029,6,17
202003040030,8,18
202003040031,8,18
202003040032,6,31
202003050003,8,18
202003050006,5,5
202003050007,5,5
202003050009,6,11
202003050010,6,11
202003050011,6,11
202003050014,5,5
202003050015,5,5
202003050017,5,5
202003050018,8,19
202003050022,6,9
202003050023,8,19
202003050028,5,5
202003050028,9,22
202003060001,5,5
202003060004,5,5
202003060006,6,7
202003060006,6,11
202003060006,5,2
202003060007,6,15
202003060007,6,13
202003060008,6,16
202003060009,5,5
202003060010,6,7
202003060012,5,5
202003060014,5,2
202003060016,6,8
202003060019,5,5
202003060019,9,23
202003060020,5,5
202003060023,6,11
202003060026,5,2
202003060026,8,19
202003060027,6,11
202003060029,8,18
202003070001,5,5
202003070002,6,29
202003070004,6,11
202003070005,6,15
202003070006,5,5
202003070007,6,16
202003070008,5,5
202003070009,5,5
202003070011,8,18
202003070012,5,5
202003070013,8,18
202003070014,6,11
202003070014,5,5
202003070017,6,11
202003070018,6,11
202003070023,5,5
202003070030,5,5
202003070034,5,5
202003080002,6,16
202003080003,5,5
202003080005,6,16
202003080006,6,12
202003080007,5,5
202003080010,6,15
202003080011,6,8
202003080015,5,5
202003080016,5,5
202003080016,8,18
202003080017,5,5
202003080017,8,18
202003080020,5,5
202003080020,8,18
202003080021,5,5
202003080024,6,16
202003080025,5,3
202003090001,6,12
202003090002,6,11
202003090003,5,5
202003090004,6,12
202003090004,5,2
202003090005,6,29
202003090008,6,15
202003090009,6,16
202003090010,8,18
202003090011,5,5
202003090019,5,5
202003090020,6,9
202003090024,8,18
202003090025,6,8
202003100002,6,16
202003100005,6,11
202003100006,5,5
202003100007,6,17
202003100008,5,2
202003100009,6,7
202003100010,5,5
202003100010,8,18
202003100013,6,16
202003100014,6,16
202003100015,6,7
202003100015,5,5
202003100016,8,18
202003100017,6,9
202003100018,8,19
202003100021,5,5
202003100022,5,5
202003110002,5,5
202003110003,6,16
202003110007,6,16
202003110008,5,5
202003110008,9,27
202003110009,5,5
202003110010,5,5
202003110010,8,18
202003110011,5,5
202003110012,5,2
202003110013,5,4
202003110015,9,23
202003110016,6,17
202003110017,5,3
202003110019,5,4
202003110023,6,9
202003110027,6,8
202003110028,6,8
202003110029,5,5
202003120004,6,11
202003120006,6,16
202003120007,6,16
202003120010,6,15
202003120011,6,29
202003120012,5,2
202003120014,6,16
202003120026,6,11
202003120028,5,5
202003120029,5,5
202003130001,5,5
202003130005,6,16
202003130008,5,5
202003130009,8,18
202003130014,6,11
202003130014,5,5
202003130021,6,16
202003130024,6,11
202003130026,5,5
202003130027,5,5
202003130028,5,5
202003130030,6,16
202003130031,5,5
202003130035,6,11
202003130036,5,5
202003130037,5,5
202003130038,5,5
202003130039,5,5
202003130040,5,5
202003140004,6,11
202003140007,5,5
202003140007,8,18
202003140008,5,5
202003140009,5,5
202003140010,5,4
202003140011,5,2
202003140012,6,16
202003140015,6,16
202003140015,5,5
202003140016,6,11
202003140017,5,5
202003150004,5,5
202003150006,5,5
202003150007,6,11
202003150007,5,5
202003150008,6,8
202003150008,5,5
202003150009,6,8
202003150011,5,5
202003150012,5,3
202003150013,5,5
202003150014,5,5
202003150015,6,8
202003150015,5,5
202003150016,6,8
202003150018,5,2
202003150019,6,8
202003150022,6,11
202003150023,6,16
202003150027,5,5
202003150028,6,16
202003160001,6,16
202003160003,6,29
202003160006,5,5
202003160006,8,18
202003160007,6,15
202003160010,5,5
202003160011,6,11
202003160013,5,5
202003160015,6,16
202003160015,5,5
202003160016,5,5
202003160016,8,18
202003160017,5,5
202003160017,8,18
202003160017,9,23
202003160018,5,5
202003160018,8,18
202003160018,9,23
202003160019,5,5
202003160019,8,18
202003160019,9,23
202003160031,6,16
202003160032,6,9
202003160034,8,18
202003160035,6,17
202003160037,5,5
202003160039,5,5
202003170001,6,16
202003170002,5,5
202003170003,5,5
202003170004,5,5
202003170006,6,11
202003170007,6,11
202003170010,6,11
202003170013,6,17
202003170014,6,15
202003170017,5,5
202003170017,8,18
202003170018,5,5
202003170018,8,18
202003180001,5,5
202003180002,6,16
202003180003,6,29
202003180004,5,5
202003180005,6,16
202003180007,6,11
202003180008,5,5
202003180008,8,18
202003180009,5,5
202003180010,9,23
202003180028,5,5
202003180028,8,18
202003180029,5,5
202003180029,8,18
202003180030,5,5
202003180030,9,21
202003180031,6,11
202003180033,6,11
202003180034,5,5
202003190001,5,5
202003190002,6,11
202003190006,5,5
202003190007,5,5
202003190009,6,8
202003190010,5,5
202003190012,6,16
202003190013,6,16
202003190018,5,2
202003190021,6,11
202003190023,9,23
202003190024,9,23
202003190025,5,5
202003190026,6,16
202003190030,6,16
202003190031,6,8
202003190033,8,18
202003190034,8,20
202003200001,5,5
202003200002,5,5
202003200002,8,18
202003200004,5,5
202003200004,8,18
202003200010,6,17
202003200011,6,11
202003200012,5,5
202003200013,6,16
202003210001,5,5
202003210002,6,11
202003210002,5,5
202003210004,6,16
202003210005,5,5
202003210006,5,5
202003210008,5,5
202003210009,6,15
202003210009,6,11
202003210010,8,18
202003210011,5,5
202003210013,5,5
202003210015,6,17
202003210015,5,3
202003220001,6,15
202003220002,5,5
202003220003,5,5
202003220011,6,16
202003220012,6,16
202003220013,6,11
202003220013,5,5
202003220015,6,16
202003220016,6,7
202003220017,6,8
202003220018,5,3
202003220019,5,5
202003220020,8,18
202003220021,6,8
202003220025,5,3
202003220026,8,19
202003220027,6,7
202003220030,5,5
202003220031,5,5
202003220031,9,23
202003220032,5,5
202003220032,8,19
202003220032,8,18
202003230001,6,16
202003230004,6,15
202003230006,6,16
202003230011,6,11
202003230011,5,5
202003230012,6,16
202003230013,6,16
202003230019,5,5
202003230019,8,18
202003230020,8,18
202003230021,6,16
202003230026,6,7
202003230026,5,2
202003230027,5,2
202003240003,5,5
202003240007,6,16
202003240008,5,4
202003240009,6,8
202003240013,5,5
202003240016,5,5
202003240020,5,5
202003240021,5,5
202003240023,8,18
202003250001,6,13
202003250001,6,7
202003250001,5,5
202003250002,6,8
202003250003,6,11
202003250006,6,8
202003250007,6,13
202003250008,5,5
202003250009,6,11
202003250010,6,16
202003250011,6,11
202003250011,5,2
202003250011,8,18
202003250013,5,5
202003250015,6,29
202003250016,5,2
202003250016,5,5
202003250020,6,16
202003250022,6,8
202003250025,5,3
202003250025,5,4
202003260002,6,11
202003260003,6,11
202003260004,6,29
202003260005,5,5
202003260006,6,11
202003260007,5,5
202003260008,6,11
202003260009,5,5
202003260011,8,19
202003260014,6,16
202003260019,5,2
202003260020,5,2
202003260021,5,2
202003260022,5,2
202003260023,5,2
202003260024,6,16
202003260025,6,16
202003260026,6,16
202003260027,6,16
202003260028,6,16
202003270005,5,5
202003270007,5,5
202003270017,5,5
202003270018,5,5
202003270019,5,5
202003270019,8,20
202003280002,6,11
202003280003,6,11
202003280004,5,5
202003280005,5,5
202003280005,9,23
202003280006,5,5
202003280008,9,23
202003280009,6,16
202003280011,6,29
202003280014,6,12
202003280015,5,2
202003280016,6,11
202003280019,5,4
202003280021,6,28
202003280021,8,18
202003290001,6,13
202003290002,6,8
202003290009,5,5
202003290014,6,8
202003290021,5,5
202003290022,5,5
202003300001,6,29
202003300004,6,12
202003300005,6,16
202003300011,8,19
202003300014,5,5
202003300018,5,5
202003300019,6,16
202003300020,6,16
202003300020,5,2
202003300024,5,5
202003310001,5,2
202003310002,5,5
202003310006,5,3
202003310007,6,11
202003310008,8,19
202003310009,6,16
202003310010,6,11
202003310011,6,16
202003310012,6,13
202003310013,5,5
202003310013,8,18
202003310017,8,18
202003310019,5,5
202004010001,6,8
202004010004,5,5
202004010005,5,5
202004010006,5,5
202004010007,6,16
202004010008,6,17
202004010013,6,8
202004010013,5,5
202004010015,5,5
202004010018,5,5
202004010019,5,3
202004020005,5,5
202004020006,5,5
202004020008,5,5
202004020011,8,20
202004020025,8,18
202004020026,8,18
202004020027,8,18
202004020028,5,2
202004020029,6,12
202004020030,5,2
202004020031,8,19
202004020032,5,2
202004020033,5,2
202004030002,5,5
202004030005,6,11
202004030006,6,16
202004030007,5,5
202004030009,6,16
202004030014,5,5
202004030015,5,5
202004030016,5,5
202004030024,5,5
202004030024,8,18
202004030024,9,23
202004030026,8,18
202004030027,8,18
202004030028,6,29
202004030031,6,16
202004030033,8,18
202004040002,5,5
202004040002,9,23
202004040007,9,23
202004040008,6,16
202004040010,5,5
202004040011,6,16
202004040013,6,16
202004040014,8,18
202004040015,6,16
202004040015,5,5
202004040016,6,16
202004050001,6,8
202004050002,6,16
202004050003,5,4
202004050004,6,11
202004050004,5,5
202004050005,6,8
202004050007,6,13
202004050016,5,5
202004050019,6,11
202004050020,6,11
202004050021,5,5
202004050022,8,18
202004050023,8,18
202004050024,5,5
202004050025,8,20
202004050029,8,19
202004050032,5,5
202004050034,5,5
202004050035,5,5
202004050037,5,5
202004060003,5,5
202004060004,5,5
202004060005,5,5
202004060007,5,5
202004060008,5,5
202004060008,8,18
202004060009,5,5
202004060009,8,18
202004060009,9,23
202004060011,5,5
202004060016,5,5
202004060016,8,18
202004060017,6,16
202004060018,6,8
202004060019,6,8
202004060020,6,8
202004060021,8,18
202004060022,6,11
202004060023,8,18
202004060025,6,11
202004060025,5,5
202004060026,6,16
202004060027,8,18
202004060030,9,23
202004070002,5,5
202004070004,6,8
202004070005,5,5
202004070005,8,18
202004070006,5,5
202004070006,8,18
202004070008,5,5
202004070009,6,7
202004070009,5,5
202004070010,5,5
202004070011,5,5
202004070012,5,2
202004070017,5,5
202004070018,5,5
202004070022,5,5
202004070023,5,2
202004070024,8,18
202004070025,5,5
202004070025,8,18
202004070026,6,16
202004070027,5,5
202004070027,8,18
202004070030,6,11
202004070030,5,2
202004070031,6,12
202004070034,5,5
202004070034,8,18
202004080001,5,5
202004080003,6,16
202004080004,6,16
202004080007,5,5
202004080009,8,19
202004080011,5,5
202004080012,6,16
202004080013,6,16
202004080016,5,5
202004080017,5,5
202004080018,5,5
202004080018,8,18
202004080020,8,18
202004080022,8,18
202004080023,5,5
202004090001,5,5
202004090002,6,11
202004090003,5,5
202004090004,5,5
202004090005,5,5
202004090006,6,16
202004090009,6,16
202004090011,6,8
202004090012,5,5
202004090013,5,3
202004090014,8,18
202004090015,5,5
202004090016,5,5
202004090017,5,5
202004090019,5,5
202004090020,5,5
202004090021,6,11
202004090022,6,11
202004090023,9,23
202004100001,6,16
202004100007,5,5
202004100008,8,20
202004100009,8,20
202004100010,6,16
202004100011,8,18
202004100012,8,18
202004100013,5,2
202004100014,5,2
202004100015,5,2
202004100016,5,2
202004100017,5,2
202004100017,5,3
202004100017,5,4
202004110002,5,5
202004110003,5,5
202004110005,5,5
202004110005,8,18
202004110006,6,13
202004110012,6,29
202004110016,8,18
202004110017,8,18
202004110018,8,18
202004110019,8,18
202004110020,8,18
202004110021,8,18
202004110023,8,18
202004110024,5,5
202004110027,6,16
202004110028,6,11
202004110031,6,8
202004110033,5,3
202004110033,5,4
202004120001,5,5
202004120002,5,5
202004120004,6,8
202004120005,5,5
202004120007,6,8
202004120011,5,4
202004120012,6,16
202004120013,6,17
202004120016,8,18
202004120017,8,18
202004120018,9,23
202004120019,9,23
202004120020,5,5
202004120030,5,5
202004120031,6,11
202004120032,9,21
202004130001,6,16
202004130002,9,23
202004130003,5,5
202004130006,5,5
202004130007,6,17
202004130012,5,5
202004130013,8,20
202004130014,5,5
202004130016,8,18
202004130017,8,18
202004130018,8,18
202004130019,8,18
202004130020,8,18
202004130021,8,18
202004130022,9,23
202004130024,5,4
202004130025,6,15
202004130032,5,5
202004130032,8,18
202004130033,5,5
202004140001,6,16
202004140002,6,16
202004140003,6,15
202004140004,5,2
202004140005,5,5
202004140005,9,23
202004140006,8,18
202004140008,6,8
202004140010,8,18
202004140011,8,18
202004140012,8,18
202004140013,8,18
202004140015,5,5
202004140015,8,18
202004140016,8,18
202004150002,5,5
202004150003,2,1
202004150004,8,19
202004150005,6,29
202004150006,6,8
202004150012,5,5
202004150015,8,18
202004150016,8,18
202004150027,6,17
202004150028,5,5
202004150031,5,5
202004160001,5,5
202004160003,6,16
202004160004,6,11
202004160005,5,5
202004160006,5,5
202004160009,5,5
202004160015,5,5
202004160018,8,18
202004160019,8,18
202004160020,6,11
202004160020,5,5
202004160021,5,4
202004160021,8,20
202004160022,9,23
202004160024,8,18
202004160025,6,11
202004160026,6,11
202004160029,8,18
202004160032,5,5
202004170001,6,8
202004170002,5,5
202004170003,6,16
202004170004,5,5
202004170005,5,5
202004170009,6,16
202004170021,6,31
202004170022,5,5
202004170026,5,2
202004170027,6,11
202004170029,5,5
202004180006,5,2
202004180007,5,5
202004180011,5,4
202004180012,6,17
202004180013,6,16
202004180014,6,15
202004180015,5,5
202004180017,6,16
202004180022,6,11
202004180023,6,11
202004180024,5,5
202004180025,5,2
202004180026,8,20
202004180027,8,18
202004180028,8,18
202004180030,5,5
202004180032,5,5
202004180033,6,16
202004180038,6,15
202004190006,5,5
202004190007,6,8
202004190009,6,11
202004190011,9,21
202004190016,6,8
202004190016,5,2
202004190017,6,16
202004190018,5,2
202004190021,8,18
202004190022,5,5
202004190022,8,18
202004190023,5,5
202004190025,6,16
202004190026,5,5
202004190039,5,5
202004200007,5,2
202004200008,6,8
202004200013,6,16
202004200015,5,5
202004200017,5,5
202004200018,5,4
202004200020,5,5
202004200021,6,16
202004200022,5,5
202004200022,8,18
202004200022,9,23
202004200023,5,5
202004200023,9,22
202004200024,5,5
202004200025,5,5
202004200026,6,8
202004200027,6,17
202004200028,6,9
202004200029,6,16
202004200030,5,5
202004200033,8,19
202004200034,8,18
202004200035,8,18
202004200037,5,2
202004200042,8,19
202004210001,5,5
202004210003,6,8
202004210004,6,7
202004210006,6,15
202004210008,6,16
202004210009,6,16
202004210010,6,16
202004210011,6,16
202004210012,5,5
202004210013,5,3
202004210015,6,12
202004210015,5,5
202004210017,6,29
202004210018,5,2
202004210019,5,5
202004210020,5,5
202004210021,6,16
202004210022,5,5
202004210023,5,5
202004210024,5,5
202004210024,8,18
202004210024,9,27
202004210025,5,5
202004220004,5,5
202004220007,6,16
202004220007,5,5
202004220013,6,8
202004220014,6,16
202004220017,6,16
202004220017,5,5
202004220019,6,31
202004220019,9,23
202004220021,5,5
202004220022,8,18
202004220023,8,18
202004220024,5,5
202004220030,8,18
202004220032,5,5
202004230003,5,5
202004230005,6,11
202004230007,6,15
202004230009,5,5
202004230011,6,16
202004230018,5,5
202004230021,6,16
202004230022,8,18
202004240002,5,5
202004240003,5,5
202004240004,6,7
202004240004,5,2
202004240005,6,11
202004240007,5,5
202004240008,6,11
202004240008,5,5
202004240009,5,5
202004240009,8,18
202004240010,8,20
202004240011,9,23
202004240012,6,8
202004240012,5,5
202004240013,8,18
202004240014,8,18
202004240015,8,20
202004240016,5,2
202004240017,5,5
202004240018,5,5
202004240023,6,16
202004240024,5,5
202004240026,5,5
202004240027,5,5
202004250002,6,11
202004250004,6,11
202004250005,5,4
202004250009,6,11
202004250010,6,11
202004250011,6,11
202004250012,5,5
202004250013,6,8
202004250014,6,11
202004250015,8,18
202004250016,5,5
202004250020,8,18
202004250021,5,5
202004250022,6,16
202004260001,5,5
202004260001,8,18
202004260002,5,5
202004260006,6,16
202004260007,6,11
202004260010,5,5
202004260011,8,19
202004260014,6,7
202004260014,5,4
202004260015,5,3
202004260015,5,5
202004260016,5,5
202004260017,5,5
202004260018,6,15
202004260019,5,5
202004260020,5,5
202004260023,5,5
202004260023,9,23
202004270002,6,16
202004270004,5,5
202004270005,5,5
202004270008,5,5
202004270011,5,2
202004270013,6,11
202004270013,5,4
202004270014,5,5
202004270018,8,18
202004270020,8,18
202004270021,6,16
202004270023,6,8
202004270025,8,18
202004280002,6,15
202004280003,6,15
202004280004,5,5
202004280007,6,16
202004280008,6,16
202004280009,6,16
202004280010,6,16
202004280011,6,13
202004280012,6,11
202004280012,5,5
202004280013,9,23
202004280015,8,18
202004280016,8,18
202004280020,5,5
202004290004,6,13
202004290006,5,5
202004290013,5,2
202004290014,6,11
202004290014,5,2
202004290015,6,7
202004290023,6,16
202004290024,6,29
202004290025,6,16
202004290025,5,2
202004290025,5,4
202004290026,6,29
202004290027,5,2
202004290028,8,18
202004290030,6,7
202004290031,5,5
202004290032,8,19
202004290040,5,5
202004290041,5,5
202004290041,8,18
202004290042,8,18
202004300001,5,5
202004300006,6,8
202004300007,6,8
202004300010,6,16
202004300013,6,16
202004300014,6,8
202004300015,5,5
202004300016,5,4
202004300016,5,5
202004300017,5,5
202004300018,5,4
202004300019,5,5
202004300020,5,3
202004300020,5,4
202004300021,6,16
202004300022,5,5
202004300024,6,16
202005010006,8,18
202005010007,8,18
202005010008,5,5
202005010009,6,16
202005010010,5,5
202005010010,8,19
202005010018,6,11
202005010018,5,2
202005010022,5,5
202005010023,6,7
202005010024,5,5
202005020001,5,5
202005020002,6,16
202005020004,6,15
202005020005,8,18
202005020006,6,7
202005020007,6,16
202005020008,5,4
202005020011,5,2
202005020011,8,20
202005020013,5,5
202005020014,5,5
202005020017,5,5
202005020019,5,5
202005020020,5,5
202005020021,5,2
202005020022,6,16
202005020027,5,5
202005020030,6,16
202005020042,8,18
202005030001,5,5
202005030003,6,16
202005030005,5,5
202005030006,6,16
202005030009,5,5
202005030010,6,11
202005030013,5,4
202005030023,5,5
202005030023,8,18
202005030025,6,11
202005030026,6,16
202005030030,6,7
202005030031,5,5
202005030032,5,5
202005030036,6,7
202005030037,5,5
202005030038,5,2
202005030038,5,3
202005040001,6,15
202005040002,8,18
202005040003,8,18
202005040004,8,18
202005040005,8,18
202005040007,6,7
202005040008,5,5
202005040011,6,29
202005040012,6,11
202005040013,6,11
202005040014,5,5
202005040017,6,7
202005040019,5,5
202005040020,6,16
202005040021,5,5
202005040022,6,11
202005040022,5,2
202005040023,6,8
202005040024,8,18
202005040027,5,5
202005040027,8,20
202005040029,8,18
202005040030,5,5
202005040032,9,21
202005040033,6,13
202005040033,5,5
202005040035,6,16
202005040035,5,5
202005040036,6,16
