event_id,target_type_id,target_subtype_id,nationality_id
202006250008,2,18,160
202006250009,4,34,229
202006250010,2,18,213
202006250011,4,34,4
202006250012,14,73,95
202006250013,14,75,95
202006250014,14,75,95
202006250018,14,67,228
202006250021,14,78,228
202006250022,1,8,92
202006260001,14,76,4
202006260002,3,22,4
202006260004,3,23,92
202006260004,14,67,92
202006260007,4,39,160
202006260008,4,29,153
202006260011,4,29,229
202006260012,14,67,229
202006260013,14,71,229
202006260013,14,76,229
202006260014,14,76,229
202006260015,14,76,229
202006260018,3,22,92
202006260019,3,23,92
202006260022,2,18,213
202006260025,14,67,160
202006260025,4,34,160
202006270001,2,18,4
202006270002,14,67,4
202006270005,4,29,147
202006270006,4,34,147
202006270007,4,34,6
202006270010,4,27,168
202006270012,8,49,229
202006270012,14,67,229
202006270012,14,76,229
202006270013,4,34,229
202006270019,14,77,228
202006270020,4,27,159
202006270021,1,1,137
202006270022,3,22,104
202006270023,3,25,95
202006280002,3,23,4
202006280005,14,73,4
202006280006,4,34,4
202006280008,19,99,137
202006280009,4,34,4
202006280010,4,34,4
202006280012,14,84,104
202006280013,4,29,153
202006280014,1,10,229
202006280014,4,34,229
202006280014,14,67,229
202006280015,2,21,75
202006280016,3,22,153
202006280017,1,9,155
202006280018,14,75,229
202006280019,14,75,229
202006280020,14,75,229
202006280021,14,75,229
202006280022,14,75,229
202006280023,14,75,229
202006280024,12,62,422
202006290002,3,25,4
202006290002,4,34,4
202006290003,3,25,4
202006290005,4,27,4
202006290008,3,25,4
202006290009,1,3,153
202006290010,4,29,94
202006290012,4,27,92
202006290013,14,83,65
202006290014,2,21,160
202006290018,4,27,422
202006290021,14,75,200
202006290023,3,26,4
202006290024,14,113,92
202006300001,3,25,4
202006300002,4,29,153
202006300009,1,10,203
202006300012,14,73,4
202006300013,14,73,4
202006300015,1,11,182
202006300021,4,39,95
202006300023,3,25,65
202006300023,1,7,65
202006300023,14,71,65
202006300025,14,71,65
202006300025,1,7,65
202006300025,14,76,65
202007010002,14,67,4
202007010003,3,25,4
202007010003,14,67,4
202007010004,2,20,4
202007010005,3,23,4
202007010005,14,67,4
202007010007,3,23,92
202007010007,14,67,92
202007010015,14,72,95
202007010023,14,72,123
202007010024,14,72,123
202007010025,14,72,123
202007010026,14,72,123
202007010033,3,25,92
202007010033,14,67,92
202007010035,4,35,160
202007010040,14,68,228
202007010041,14,84,183
202007010049,2,20,95
202007020002,2,18,4
202007020002,14,67,4
202007020006,7,47,422
202007020010,14,67,37
202007020011,4,29,123
202007020012,4,34,160
202007020013,19,99,160
202007020014,2,17,38
202007020016,1,6,153
202007020017,14,73,4
202007020019,14,68,138
202007030002,3,23,4
202007030003,3,25,200
202007030003,14,67,200
202007030007,4,39,95
202007030008,1,5,209
202007030012,2,17,4
202007030013,2,14,60
202007030013,14,67,60
202007030017,1,12,160
202007030017,4,34,160
202007030018,4,35,160
202007030028,14,84,214
202007030029,16,90,53
202007030032,1,6,229
202007030032,1,13,229
202007040001,3,23,4
202007040002,2,20,4
202007040003,3,25,4
202007040004,14,65,167
202007040005,3,22,182
202007040006,2,21,182
202007040006,1,2,182
202007040007,2,18,229
202007040012,17,94,60
202007040013,17,94,200
202007040017,1,8,65
202007040018,14,67,228
202007040021,3,23,4
202007040022,4,34,4
202007040024,3,23,4
202007040027,14,71,217
202007050001,4,29,4
202007050001,3,25,4
202007050003,3,25,4
202007050005,19,99,123
202007050006,2,15,182
202007050007,3,23,92
202007050010,2,15,45
202007050013,14,67,200
202007050014,14,67,113
202007050015,7,46,217
202007050015,14,76,95
202007050016,4,27,422
202007050017,6,44,95
202007050019,15,86,217
202007050022,22,109,92
202007050023,8,49,78
202007050024,14,67,147
202007050026,1,7,32
202007060003,4,34,4
202007060004,14,77,95
202007060006,3,25,4
202007060008,2,15,4
202007060009,17,94,60
202007060010,3,22,92
202007060012,2,15,33
202007060012,4,34,33
202007060012,17,94,33
202007060014,14,67,200
202007060015,17,94,200
202007060016,3,23,92
202007060017,4,35,160
202007060018,3,25,92
202007060019,17,94,60
202007060022,3,24,4
202007060026,14,68,160
202007060031,4,29,33
202007060031,17,94,33
202007070001,3,23,4
202007070001,3,25,4
202007070001,14,67,4
202007070002,4,35,4
202007070003,3,25,4
202007070003,14,67,4
202007070004,14,67,4
202007070012,14,67,200
202007070013,4,35,147
202007070017,7,47,422
202007070018,4,27,4
202007070019,4,29,147
202007070020,14,75,97
202007070022,4,27,422
202007070023,14,75,95
202007080001,3,25,4
202007080001,14,67,4
202007080002,2,20,4
202007080003,3,25,4
202007080004,14,67,4
202007080005,2,21,4
202007080005,3,25,4
202007080006,3,22,4
202007080006,14,67,4
202007080008,3,23,4
202007080013,3,23,4
202007080014,22,109,92
202007080015,4,35,42
202007080016,22,109,153
202007080017,1,7,153
202007080018,4,39,205
202007080019,3,23,182
202007080021,14,67,160
202007080022,2,15,228
202007080024,1,7,183
202007080027,1,12,160
202007080029,14,73,228
202007080030,2,18,4
202007090002,4,35,4
202007090005,3,23,4
202007090005,14,67,4
202007090006,17,94,4
202007090008,4,27,4
202007090010,4,29,92
202007090010,14,68,92
202007090011,3,23,160
202007090011,14,67,160
202007090012,3,23,92
202007090012,4,29,92
202007090013,3,24,160
202007090017,14,68,160
202007090018,16,91,104
202007090022,12,62,422
202007090024,3,22,104
202007090025,3,25,4
202007090026,3,25,4
202007090026,14,67,4
202007090027,2,19,4
202007090028,2,15,160
202007090029,22,109,153
202007090032,4,27,97
202007090033,2,21,217
202007090033,2,20,217
202007090033,14,83,217
202007100001,3,25,4
202007100002,3,25,4
202007100006,3,23,153
202007100007,15,86,217
202007100009,2,15,160
202007100011,14,75,147
202007100012,1,2,182
202007100013,14,76,4
202007100014,14,73,228
202007100015,17,94,228
202007100015,14,76,228
202007100019,14,113,92
202007100020,4,34,229
202007100020,7,47,422
202007100020,14,73,229
202007100021,14,75,229
202007100023,4,35,228
202007110002,17,94,4
202007110003,14,69,4
202007110005,4,39,95
202007110008,4,29,422
202007110008,1,13,95
202007110013,4,34,4
202007110013,14,67,4
202007110014,4,34,4
202007110014,3,25,4
202007110014,14,79,4
202007110016,14,75,147
202007110017,14,78,147
202007110018,14,74,200
202007110022,3,23,153
202007110025,1,6,229
202007110025,14,67,229
202007110027,4,34,229
202007110027,14,75,229
202007110029,2,20,4
202007110031,4,34,228
202007110032,4,27,228
202007120002,14,73,4
202007120003,3,25,92
202007120004,4,39,95
202007120005,2,18,33
202007120006,15,86,217
202007120008,14,81,86
202007120009,12,62,422
202007120009,14,67,229
202007120010,3,23,160
202007120011,3,25,4
202007120012,14,75,147
202007120015,14,72,160
202007120016,15,85,153
202007120017,2,21,92
202007120017,2,18,92
202007120019,14,73,228
202007120020,4,27,4
202007120021,4,27,4
202007120023,3,25,4
202007130001,4,27,4
202007130002,4,27,4
202007130004,2,20,4
202007130008,3,25,4
202007130010,14,67,4
202007130014,15,86,4
202007130015,4,29,4
202007130017,14,77,45
202007130018,4,34,214
202007130019,4,33,214
202007130019,4,33,64
202007130020,4,29,182
202007130021,14,67,37
202007130022,14,65,195
202007130022,14,75,195
202007130025,3,24,95
202007130026,4,34,110
202007130027,4,34,110
202007130028,4,34,110
202007130029,4,34,110
202007130030,4,29,147
202007130035,4,29,147
202007130036,4,34,92
202007130037,14,67,4
202007130038,3,25,4
202007130040,14,77,45
202007130041,14,67,229
202007130042,7,47,422
202007140003,4,36,4
202007140003,14,67,4
202007140005,4,29,209
202007140005,4,29,167
202007140006,14,73,4
202007140007,4,34,4
202007140014,14,113,92
202007140015,4,29,205
202007140016,2,19,86
202007140017,3,22,86
202007140018,14,76,153
202007140019,2,18,147
202007140025,14,76,228
202007140027,14,76,147
202007140029,2,20,4
202007140030,3,22,69
202007150001,14,69,4
202007150001,14,68,4
202007150003,7,47,422
202007150006,3,23,138
202007150007,4,29,205
202007150007,14,67,205
202007150011,2,21,228
202007150011,14,75,228
202007150011,14,65,228
202007150019,3,23,4
202007160002,4,34,4
202007160007,14,75,4
202007160009,14,75,229
202007160009,17,93,229
202007160013,14,67,45
202007160022,2,15,160
202007160023,12,62,422
202007160023,14,67,1004
202007160024,14,76,603
202007160025,3,23,603
202007160027,14,67,229
202007160028,14,67,229
202007160030,3,22,4
202007170001,14,77,4
202007170016,3,22,78
202007170018,19,100,214
202007170019,14,75,97
202007170020,4,34,45
202007170021,4,34,45
202007170022,3,22,45
202007170023,22,109,141
202007170031,16,90,603
202007170034,14,83,95
202007170035,14,73,95
202007180001,2,21,4
202007180001,4,27,4
202007180001,14,76,4
202007180002,3,23,4
202007180003,14,73,4
202007180007,17,94,4
202007180008,4,34,4
202007180010,14,73,4
202007180012,2,18,4
202007180013,3,25,153
202007180018,4,35,209
202007180022,14,77,222
202007180023,2,15,45
202007180026,7,46,196
202007180028,4,35,45
202007180029,14,68,160
202007180030,14,75,229
202007180031,14,67,229
202007180032,14,67,229
202007180033,14,67,229
202007180034,4,39,95
202007180035,14,72,147
202007180036,2,18,182
202007190004,4,39,200
202007190004,14,67,200
202007190005,14,67,200
202007190006,14,75,182
202007190007,14,75,33
202007190007,17,94,33
202007190009,14,78,147
202007190013,4,29,147
202007190014,4,39,95
202007190015,13,66,422
202007190016,15,86,190
202007190017,2,15,4
202007190020,14,67,229
202007190021,3,23,38
202007190026,3,22,4
202007200001,3,22,4
202007200002,8,50,4
202007200008,4,27,4
202007200010,14,77,75
202007200011,4,29,4
202007200012,4,34,33
202007200014,1,6,147
202007200015,14,75,147
202007200016,14,67,160
202007200016,4,34,160
202007200017,14,74,182
202007200018,14,67,229
202007200019,4,29,95
202007200020,15,86,57
202007200021,14,76,229
202007200023,14,84,95
202007200023,14,67,95
202007200027,4,36,4
202007210001,3,22,4
202007210002,14,73,4
202007210003,14,67,4
202007210004,14,67,4
202007210005,4,27,4
202007210005,3,22,4
202007210007,14,74,153
202007210009,4,27,60
202007210011,4,34,92
202007210014,19,99,214
202007210014,3,25,214
202007210015,14,74,214
202007210016,14,67,60
202007210017,14,67,60
202007210018,14,67,60
202007210019,4,29,153
202007210020,14,77,160
202007210021,2,15,160
202007210022,14,67,229
202007210023,1,12,92
202007210025,14,76,229
202007210026,2,21,141
202007210027,2,21,141
202007210028,2,21,141
202007210029,2,21,141
202007210033,19,105,4
202007210034,14,73,4
202007210035,14,73,4
202007220001,3,23,4
202007220002,4,29,4
202007220003,4,35,4
202007220004,3,23,4
202007220005,14,73,4
202007220006,14,73,4
202007220016,3,22,104
202007220017,14,77,160
202007220018,4,29,422
202007220018,1,13,95
202007220019,2,15,45
202007220020,3,25,92
202007220021,7,46,196
202007220022,17,94,228
202007220024,2,15,214
202007220026,15,86,603
202007220027,14,75,92
202007220028,14,76,104
202007220028,8,50,104
202007220029,4,34,104
202007220030,16,92,104
202007220032,14,67,229
202007230006,14,73,4
202007230011,14,74,153
202007230012,4,35,69
202007230013,14,67,33
202007230015,3,23,92
202007230016,14,67,200
202007230017,10,53,153
202007230019,17,94,228
202007230022,14,72,195
202007230024,10,56,167
202007230025,7,46,12
202007230027,14,72,228
202007230027,14,76,228
202007230028,12,61,214
202007230033,4,35,95
202007230034,14,83,217
202007230035,15,86,19
202007240001,14,75,4
202007240002,14,75,4
202007240003,14,73,4
202007240004,3,22,4
202007240005,14,75,19
202007240006,4,34,217
202007240009,8,49,44
202007240010,14,75,195
202007240012,4,35,153
202007240013,1,1,45
202007240014,14,73,92
202007240015,14,75,147
202007240016,14,75,147
202007240017,14,75,147
202007240018,15,86,95
202007240019,4,27,4
202007240021,14,67,37
202007250002,3,22,4
202007250003,3,23,4
202007250007,3,25,4
202007250008,4,34,95
202007250010,4,27,123
202007250011,4,35,153
202007250012,2,15,95
202007250014,14,67,160
202007250014,4,34,160
202007250015,14,84,198
202007250016,14,67,60
202007250017,4,27,60
202007250017,14,67,60
202007250018,14,75,195
202007250019,4,36,4
202007250020,4,36,4
202007250021,4,27,4
202007250022,4,27,4
202007250023,3,22,153
202007250024,14,75,147
202007250030,14,72,160
202007260003,4,35,4
202007260004,14,73,153
202007260007,4,27,4
202007260009,14,67,200
202007260013,12,61,86
202007260014,14,80,60
202007260015,2,20,4
202007260016,14,76,4
202007260018,4,29,92
202007260020,3,23,92
202007270001,3,23,4
202007270001,14,67,4
202007270002,4,31,4
202007270005,14,67,4
202007270009,4,27,422
202007270010,4,28,95
202007270011,4,27,4
202007270012,14,74,200
202007270014,14,71,65
202007270015,15,86,155
202007270016,15,86,603
202007270020,3,22,92
202007270021,4,34,228
202007270022,14,75,147
202007270023,14,84,45
202007270030,14,79,4
202007270031,2,21,21
202007270031,14,73,21
202007280001,3,23,4
202007280004,14,67,200
202007280005,3,23,95
202007280007,14,67,229
202007280013,2,18,160
202007280014,3,22,160
202007280014,14,67,160
202007280015,2,15,160
202007280016,4,35,4
202007280019,15,86,214
202007280020,3,23,37
202007280021,14,67,229
202007280024,14,84,93
202007280025,6,44,95
202007280026,2,18,45
202007280026,14,77,45
202007280028,14,72,45
202007290001,3,23,4
202007290002,14,67,4
202007290003,14,67,4
202007290006,4,29,92
202007290007,4,36,95
202007290011,2,15,147
202007290013,4,29,160
202007290015,19,99,95
202007290016,1,3,78
202007290017,14,71,1004
202007290020,14,67,137
202007290021,2,15,160
202007290021,14,67,160
202007290022,8,49,33
202007290023,14,76,137
202007290023,1,7,183
202007300001,8,48,4
202007300002,14,67,4
202007300003,4,29,92
202007300004,14,68,153
202007300005,4,36,4
202007300007,1,7,147
202007300008,14,76,147
202007300009,14,75,147
202007300010,17,94,200
202007300010,14,67,200
202007300011,15,86,217
202007300012,14,67,4
202007300012,17,94,4
202007300014,14,67,147
202007300015,4,29,95
202007300017,4,36,4
202007300018,3,25,153
202007300019,6,44,95
202007310001,14,67,4
202007310002,4,29,4
202007310003,3,25,160
202007310005,14,75,42
202007310006,4,29,160
202007310007,4,29,37
202007310009,15,86,145
202007310013,1,7,19
202007310014,15,86,19
202007310015,2,21,123
202007310016,14,75,137
202008010001,14,67,4
202008010003,22,109,228
202008010004,13,63,160
202008010007,14,75,33
202008010008,14,73,33
202008010012,2,21,43
202008010013,2,21,43
202008020001,3,26,4
202008020001,4,34,4
202008020001,14,67,4
202008020002,17,94,92
202008020003,10,56,130
202008020005,4,27,123
202008020007,14,65,37
202008020010,4,27,97
202008020011,14,73,97
202008020012,14,67,147
202008020013,8,49,33
202008020015,4,34,123
202008020016,2,15,182
202008020016,14,67,182
202008020019,14,67,229
202008020019,14,76,229
202008020020,14,67,229
202008020023,3,25,138
202008020024,3,25,138
202008030001,2,20,4
202008030002,14,73,4
202008030003,3,25,4
202008030004,1,2,182
202008030005,10,56,147
202008030006,14,68,92
202008030007,4,27,999
202008030008,15,86,217
202008030010,3,25,4
202008030010,4,34,4
202008030011,14,67,37
202008030012,14,68,228
202008030013,14,71,138
202008030017,4,34,200
202008040001,19,99,4
202008040002,2,15,4
202008040004,14,77,4
202008040005,10,53,130
202008040009,4,34,94
202008040013,3,25,92
202008040014,14,78,4
202008040015,10,53,130
202008040017,14,77,160
202008040018,14,83,4
202008040019,2,15,92
202008040019,8,48,92
202008040019,14,72,92
202008040021,14,83,95
202008040022,2,18,92
202008040023,14,73,43
202008050001,14,75,147
202008050002,14,75,147
202008050003,7,46,217
202008050004,2,18,4
202008050005,3,22,153
202008050006,14,84,153
202008050007,1,7,153
202008050008,3,23,92
202008050009,4,27,182
202008050011,1,12,160
202008050011,4,29,160
202008050012,14,67,76
202008050014,1,5,43
202008060001,3,25,4
202008060002,3,23,4
202008060004,14,75,147
202008060005,14,75,147
202008060006,14,75,147
202008060007,14,73,4
202008060009,3,25,4
202008060010,2,15,229
202008060011,14,75,137
202008060012,2,15,92
202008060013,2,15,92
202008060016,1,3,69
202008060018,4,27,95
202008060019,4,36,95
202008060020,14,74,19
202008070001,4,35,4
202008070002,14,73,4
202008070003,12,61,37
202008070007,2,18,4
202008070008,14,74,33
202008070009,17,94,4
202008070014,15,86,69
202008070015,4,34,228
202008080001,1,13,4
202008080002,4,34,45
202008080002,14,67,45
202008080003,3,25,153
202008080005,4,27,422
202008080006,4,27,182
202008080007,14,72,93
202008080010,4,34,205
202008080011,4,36,4
202008080013,3,23,4
202008080014,3,25,4
202008080015,14,83,217
202008080017,14,75,95
202008080023,1,12,160
202008080024,3,22,217
202008090002,4,34,4
202008090004,14,73,4
202008090006,12,62,422
202008090007,14,84,92
202008090008,1,12,97
202008090008,4,29,97
202008090009,1,9,97
202008090011,15,86,38
202008090012,14,73,4
202008090013,14,72,229
202008090014,14,67,229
202008090015,14,67,229
202008090016,14,67,229
202008090017,15,85,153
202008090031,14,77,4
202008090033,15,86,217
202008090033,14,80,217
202008090035,14,76,4
202008090036,14,67,4
202008090036,4,34,4
202008090041,17,94,4
202008100001,14,67,4
202008100004,14,75,147
202008100005,3,23,153
202008100005,14,67,153
202008100006,3,23,153
202008100007,4,29,422
202008100008,14,67,4
202008100009,3,22,153
202008100010,2,15,92
202008100013,12,62,422
202008100015,14,84,233
202008100017,14,82,160
202008100019,14,67,228
202008110002,3,23,4
202008110003,3,22,4
202008110004,2,20,4
202008110005,3,25,4
202008110006,4,34,4
202008110007,10,54,4
202008110008,3,23,4
202008110009,14,68,37
202008110019,15,85,33
202008110024,4,29,422
202008110025,7,46,217
202008110026,14,78,153
202008110027,4,35,153
202008110028,8,48,37
202008110031,4,29,160
202008110033,3,26,123
202008110033,3,22,123
202008110037,14,84,95
202008120001,3,25,4
202008120001,14,67,4
202008120002,2,18,4
202008120006,4,29,92
202008120008,14,67,182
202008120008,17,94,182
202008120008,4,34,182
202008120011,1,11,160
202008120011,1,7,160
202008120011,3,25,160
202008120021,14,69,153
202008120022,14,76,97
202008120023,3,22,97
202008120024,3,22,4
202008120025,3,22,4
202008120026,2,15,228
202008120026,4,34,228
202008120026,14,67,228
202008120027,1,7,153
202008120032,3,25,138
202008130001,4,34,4
202008130002,14,67,4
202008130005,8,49,4
202008130008,4,34,182
202008130008,14,67,182
202008130010,4,34,182
202008130010,14,67,182
202008130011,4,34,182
202008130011,14,67,182
202008130012,4,34,182
202008130012,14,67,182
202008130013,4,34,182
202008130013,14,67,182
202008130014,4,34,182
202008130014,14,67,182
202008130015,4,34,182
202008130015,14,67,182
202008130016,4,34,182
202008130016,14,67,182
202008130017,4,34,182
202008130017,14,67,182
202008130019,3,22,4
202008130020,3,23,160
202008130020,4,34,160
202008130020,14,73,160
202008130021,4,29,205
202008130022,4,29,205
202008130023,3,24,45
202008130023,14,76,45
202008130024,14,76,173
202008130025,14,76,173
202008130027,1,7,153
202008130028,4,29,422
202008130028,1,13,95
202008130029,1,5,37
202008130030,2,15,147
202008130031,3,25,153
202008130032,3,25,4
202008130032,14,67,4
202008130033,3,25,147
202008130036,3,23,153
202008130038,3,23,153
202008130039,4,27,153
202008130040,14,72,95
202008130041,14,67,95
202008130044,15,86,69
202008130046,14,73,155
202008130046,1,10,155
202008140001,4,27,4
202008140008,4,35,4
202008140010,1,2,75
202008140011,3,23,92
202008140012,1,2,182
202008140013,2,18,4
202008140014,15,86,4
202008140014,3,25,4
202008140015,14,67,4
202008140019,3,25,92
202008140020,4,29,422
202008140020,1,13,95
202008140021,6,44,95
202008140021,4,27,422
202008140022,1,12,43
202008140023,14,83,95
202008140024,1,2,37
202008140027,14,84,203
202008140028,14,72,200
202008140030,3,25,4
202008140031,14,73,233
202008140032,4,36,4
202008140033,4,34,92
202008150001,17,94,4
202008150003,14,67,45
202008150004,14,68,92
202008150005,14,113,228
202008150006,4,34,182
202008150006,14,67,182
202008150010,4,27,422
202008150013,4,27,182
202008150014,14,77,147
202008150018,14,67,228
202008150019,14,76,228
202008150019,14,72,228
202008150021,14,75,228
202008150022,14,75,228
202008150024,14,83,217
202008150026,14,77,38
202008150027,14,68,153
202008150028,14,77,4
202008150029,4,34,113
202008160002,4,27,4
202008160004,3,25,4
202008160005,1,8,182
202008160005,2,18,182
202008160006,14,71,83
202008160009,2,15,182
202008160010,14,67,95
202008160011,4,29,160
202008160012,14,75,97
202008160012,14,76,97
202008160012,14,67,97
202008160013,14,76,97
202008160014,14,76,97
202008160015,14,79,97
202008160017,2,21,33
202008160019,13,66,422
202008160024,14,67,229
202008160026,1,7,182
202008170001,14,73,4
202008170002,3,22,4
202008170004,4,27,4
202008170004,14,76,4
202008170005,3,25,4
202008170006,4,27,4
202008170007,4,27,182
202008170007,2,15,182
202008170008,3,23,92
202008170009,3,22,92
202008170010,1,2,182
202008170011,3,25,97
202008170011,14,67,155
202008170013,8,49,97
202008170014,1,12,92
202008170017,10,54,214
202008170017,14,73,214
202008170018,14,77,160
202008170019,14,83,95
202008170022,4,36,95
202008170023,4,29,95
202008170027,2,18,182
202008170028,15,87,155
202008170031,4,36,4
202008170034,14,75,228
202008170034,14,72,228
202008170036,14,68,228
202008170037,17,94,200
202008170038,14,73,155
202008170038,14,75,155
202008180002,2,18,4
202008180002,4,34,4
202008180002,14,76,4
202008180003,2,18,4
202008180003,4,34,4
202008180003,14,76,4
202008180004,2,18,4
202008180004,4,34,4
202008180004,14,76,4
202008180005,2,18,4
202008180005,4,34,4
202008180005,14,76,4
202008180007,3,23,4
202008180010,4,29,209
202008180010,4,29,167
202008180011,4,27,147
202008180011,14,67,147
202008180012,14,82,45
202008180013,6,44,95
202008180014,4,29,167
202008180016,2,17,4
202008180016,4,34,4
202008180016,14,76,4
202008180017,2,18,4
202008180017,4,34,4
202008180017,14,76,4
202008180018,2,18,4
202008180018,4,34,4
202008180018,14,76,4
202008180020,4,27,147
202008180021,3,22,153
202008180022,14,76,97
202008180023,14,79,97
202008180023,14,67,97
202008180024,17,94,200
202008180024,14,67,200
202008180025,4,36,200
202008180027,2,18,182
202008180027,14,67,182
202008180030,14,67,45
202008180031,4,34,228
202008180034,14,72,147
202008180034,14,70,147
202008180035,2,17,123
202008180035,2,18,123
202008180037,4,27,422
202008190001,4,35,4
202008190001,14,73,4
202008190002,2,20,4
202008190003,2,18,4
202008190004,3,23,4
202008190004,14,67,4
202008190005,2,20,4
202008190005,14,67,4
202008190009,2,15,45
202008190014,2,17,1004
202008190015,4,27,45
202008190016,14,67,92
202008190017,14,83,95
202008190018,14,83,95
202008190019,14,67,229
202008190020,15,85,229
202008190023,14,73,97
202008190027,14,75,147
202008200002,17,94,4
202008200003,14,73,4
202008200004,1,13,4
202008200004,19,100,219
202008200005,17,94,4
202008200012,14,83,95
202008200013,14,83,95
202008200014,4,39,95
202008200014,14,73,95
202008200015,4,29,95
202008200015,14,67,95
202008200020,14,75,173
202008200021,14,83,95
202008200023,14,67,200
202008200024,14,76,228
202008200025,4,34,228
202008200028,14,83,95
202008200029,14,83,95
202008210001,4,34,4
202008210002,4,29,4
202008210002,2,20,4
202008210003,3,24,4
202008210004,3,22,4
202008210006,2,18,4
202008210008,4,34,4
202008210009,14,67,182
202008210011,4,29,422
202008210011,1,13,95
202008210019,14,76,97
202008210021,14,67,45
202008210022,14,67,45
202008210023,14,67,222
202008210024,4,29,95
202008210025,14,75,97
202008210026,1,5,97
202008210026,14,76,97
202008210027,14,76,97
202008210028,14,67,92
202008210030,14,73,4
202008210032,14,72,228
202008210033,3,22,160
202008210033,2,21,160
202008210034,14,67,45
202008210036,4,34,200
202008210044,14,67,137
202008210045,14,76,4
202008210048,3,25,110
202008210048,2,15,110
202008220001,1,1,4
202008220004,4,29,422
202008220004,1,13,95
202008220005,14,73,4
202008220005,4,34,4
202008220006,3,23,4
202008220007,14,75,4
202008220008,4,35,123
202008220010,14,75,95
202008220011,14,67,4
202008220012,2,18,4
202008220016,3,25,233
202008220018,1,12,43
202008220019,14,67,200
202008220020,4,34,4
202008220022,15,86,15
202008220022,15,85,15
202008220026,18,95,95
202008220027,22,110,95
202008220028,2,18,4
202008220031,14,73,43
202008230004,14,73,4
202008230005,14,67,4
202008230009,14,76,4
202008230014,14,78,95
202008230015,4,29,95
202008230016,3,25,92
202008230018,1,7,233
202008230018,19,100,233
202008230019,14,73,233
202008230020,2,18,4
202008230021,14,67,34
202008230021,4,34,34
202008230024,10,53,137
202008230025,2,15,182
202008240003,2,21,4
202008240003,4,34,4
202008240004,4,34,4
202008240007,21,106,200
202008240008,4,36,95
202008240014,1,7,160
202008240014,4,34,160
202008240014,3,25,160
202008240015,4,34,160
202008240015,3,25,160
202008240015,14,67,160
202008240016,14,74,160
202008240023,8,48,147
202008240023,14,70,147
202008240023,14,72,147
202008240024,14,73,233
202008240024,19,100,233
202008240025,3,25,45
202008240026,3,22,217
202008240031,14,75,228
202008240032,15,85,97
202008240033,3,23,228
202008250001,3,24,4
202008250001,17,94,4
202008250002,3,25,4
202008250003,3,25,4
202008250005,4,36,4
202008250006,3,23,4
202008250008,4,29,4
202008250008,14,67,4
202008250008,14,76,4
202008250010,4,29,167
202008250011,3,25,4
202008250017,14,67,97
202008250018,3,25,92
202008250019,4,34,97
202008250020,14,73,43
202008250021,14,73,43
202008250022,14,73,43
202008250025,3,25,4
202008250026,4,34,95
202008250027,3,25,92
202008250027,4,39,92
202008250028,3,25,92
202008250028,4,39,92
202008250029,15,87,217
202008260001,14,73,4
202008260004,2,20,4
202008260006,14,71,95
202008260006,14,73,95
202008260008,2,20,4
202008260009,7,47,422
202008260012,14,67,95
202008260016,4,34,160
202008260018,14,76,228
202008260020,14,73,95
202008260035,1,11,217
202008270002,4,27,4
202008270002,14,67,4
202008270004,3,24,4
202008270005,4,35,4
202008270006,12,61,214
202008270010,14,68,92
202008270011,4,27,217
202008270012,14,75,173
202008270013,13,66,422
202008270014,13,66,422
202008270014,14,75,95
202008270015,1,2,43
202008270015,1,8,43
202008270015,14,76,43
202008270016,4,34,147
202008270016,14,67,147
202008270017,3,25,217
202008270018,8,49,229
202008270018,4,34,229
202008270018,3,25,229
202008270019,3,25,147
202008270019,14,67,147
202008270020,14,75,147
202008270021,1,10,229
202008270021,14,76,229
202008270026,14,67,200
202008270027,14,73,155
202008270027,14,75,155
202008270028,14,67,228
202008280004,14,73,4
202008280005,4,34,4
202008280008,2,15,4
202008280009,2,18,4
202008280011,14,73,4
202008280012,14,73,4
202008280013,1,12,43
202008280014,1,12,43
202008280015,14,76,43
202008280020,4,27,228
202008280021,3,23,4
202008280023,14,84,45
202008280024,1,7,4
202008280025,15,85,228
202008280027,4,39,160
202008280027,14,68,160
202008280028,14,67,147
202008280031,4,34,95
202008280034,14,67,92
202008290002,17,94,4
202008290003,17,94,4
202008290003,14,67,4
202008290004,3,24,92
202008290005,4,36,4
202008290006,4,29,422
202008290006,1,13,95
202008290007,14,76,95
202008290011,4,27,182
202008290012,14,73,4
202008290013,4,34,4
202008290013,14,67,4
202008290014,4,29,95
202008290015,2,15,147
202008290016,17,94,217
202008300003,2,18,4
202008300004,3,22,92
202008300005,6,44,173
202008300008,2,15,153
202008300009,3,25,92
202008300010,6,44,95
202008300011,14,73,4
202008300015,22,109,228
202008300016,4,34,60
202008300017,3,24,4
202008310001,3,25,4
202008310002,4,35,4
202008310003,3,23,4
202008310004,4,35,4
202008310005,4,35,4
202008310009,4,29,92
202008310010,1,6,14
202008310011,14,75,228
202008310011,17,94,228
202008310012,3,22,153
202008310013,1,1,153
202008310015,14,76,233
202008310016,14,68,228
202008310018,4,34,45
202008310020,14,65,37
202008310022,3,23,153
202008310025,4,34,95
202008310027,1,12,43
202008310028,8,49,229
202008310029,14,70,229
202008310030,18,96,95
202008310031,4,29,95
202008310032,10,55,95
202009010001,4,35,4
202009010004,3,25,4
202009010005,2,20,4
202009010006,1,13,4
202009010006,15,86,4
202009010011,3,24,95
202009010011,14,67,95
202009010012,4,34,95
202009010012,14,67,95
202009010013,6,44,173
202009010015,3,23,37
202009010015,14,67,37
202009010017,4,34,228
202009010023,4,27,147
202009010025,3,22,4
